customer_id,first_name,last_name,gender,age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
296,Marshal,Rathbone,Male,45,34,Missing,Health,High Net Worth,N,Yes,17.0
297,Cecile,MacLise,Female,58,33,Electrical Engineer,Manufacturing,High Net Worth,N,No,16.0
298,Maurise,Lenglet,Male,61,69,Engineer I,Manufacturing,High Net Worth,N,No,9.0
299,Corabelle,Hartnell,Female,61,80,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7.0
300,Malachi,Hadcroft,Male,61,88,Clinical Specialist,Health,Mass Customer,N,No,9.0
301,Hildy,Bilbrook,Female,37,54,Developer IV,Manufacturing,High Net Worth,N,No,19.0
302,Laurice,Colgrave,Female,40,32,Missing,Health,Mass Customer,N,No,13.0
303,Shane,Smetoun,Female,43,59,Assistant Professor,Argiculture,Mass Customer,N,Yes,14.0
304,Paddy,Mumbray,Male,48,36,VP Marketing,Manufacturing,Mass Customer,N,Yes,15.0
305,Cris,Chellam,Female,43,1,Financial Analyst,Financial Services,Mass Customer,N,No,11.0
306,Ruy,Adanet,Male,44,19,Registered Nurse,Health,High Net Worth,N,No,18.0
307,Ruben,Handlin,Male,33,55,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0
308,Iver,Dobsons,Male,34,2,Database Administrator I,IT,High Net Worth,N,No,4.0
309,Maurizia,Ligerton,Female,43,53,Clinical Specialist,Health,Mass Customer,N,Yes,21.0
310,Myranda,Clowser,Female,32,0,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0
311,Jaimie,Halms,Female,60,86,Internal Auditor,Health,High Net Worth,N,No,12.0
312,Garek,Prattin,Male,59,44,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0
313,Theo,McKune,Male,30,70,Operator,Manufacturing,Mass Customer,N,Yes,13.0
314,Catie,Advani,Female,55,27,Marketing Assistant,Retail,High Net Worth,N,Yes,5.0
315,Lisa,Odlin,Female,59,67,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12.0
316,Genni,Larway,Female,41,72,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0
317,Elicia,Dahler,Female,43,26,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14.0
318,Libbie,Castelin,Female,48,21,Programmer III,Retail,Affluent Customer,N,Yes,18.0
319,Madelle,Matteris,Female,46,32,Missing,Retail,Mass Customer,N,Yes,14.0
320,Aldous,Cubin,Male,20,19,Registered Nurse,Health,Mass Customer,N,No,4.0
321,Christean,Finnes,Female,44,58,Marketing Manager,Missing,Mass Customer,N,No,18.0
322,De,Denington,Female,40,19,Research Associate,Financial Services,Mass Customer,N,Yes,11.0
323,Celka,Goodrich,Female,44,54,Senior Developer,Health,Mass Customer,N,Yes,7.0
324,Franz,Lyptrit,Male,31,97,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15.0
325,Anthia,Ghilardini,Female,46,98,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17.0
326,Guenna,Spensly,Female,37,74,Help Desk Operator,Financial Services,Mass Customer,N,No,6.0
327,Cris,Richfield,Female,49,10,Design Engineer,Health,Mass Customer,N,No,12.0
328,Bernice,Kings,Female,26,87,Senior Developer,Manufacturing,Mass Customer,N,No,12.0
329,Garvy,Berthel,Male,33,25,Account Representative IV,Entertainment,High Net Worth,N,Yes,12.0
330,Port,Pancost,Male,58,78,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0
331,Ford,Groucock,Male,19,87,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0
332,Liza,Trouel,Female,39,23,Registered Nurse,Health,High Net Worth,N,No,14.0
333,Debbi,Doohey,Female,52,25,Sales Associate,Financial Services,Affluent Customer,N,Yes,8.0
334,Fredi,Iannuzzelli,Female,18,71,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0
335,Debee,Martynov,Female,34,20,Senior Editor,Missing,Affluent Customer,N,No,8.0
336,Georgiana,Wallington,Female,38,91,Missing,Manufacturing,High Net Worth,N,No,3.0
337,Shaylah,Urquhart,Female,38,67,Statistician IV,Argiculture,High Net Worth,N,Yes,12.0
338,Hilliary,Littrell,Female,59,33,Missing,Health,Mass Customer,N,No,19.0
339,Nanny,Casero,Female,37,56,Human Resources Manager,Health,Mass Customer,N,No,12.0
340,Joshuah,Purvey,Male,44,39,Missing,Argiculture,Mass Customer,N,Yes,17.0
341,Jeremiah,Wasling,Male,41,10,GIS Technical Architect,Financial Services,Mass Customer,N,No,5.0
342,Winslow,Hammant,Male,30,40,Programmer IV,Health,High Net Worth,N,No,2.0
343,Nicole,Johananoff,Female,60,76,Recruiter,Property,Affluent Customer,N,No,13.0
344,Carlene,Eyckelbeck,Female,44,91,Missing,Missing,High Net Worth,N,Yes,4.0
345,Tish,Oleksiak,Female,28,74,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0
346,Timmie,Eisikowitz,Male,36,68,Financial Analyst,Financial Services,Mass Customer,N,No,3.0
347,Berkly,Grishinov,Male,52,50,Marketing Manager,Financial Services,Mass Customer,N,No,9.0
348,Gan,Devoy,Male,37,20,Assistant Professor,Retail,Mass Customer,N,Yes,9.0
349,Vinnie,Usherwood,Female,36,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4.0
350,Carmela,Jesper,Female,40,47,Clinical Specialist,Health,Mass Customer,N,Yes,9.0
351,Dev,Hafner,Male,18,69,Pharmacist,Health,Mass Customer,N,Yes,2.0
352,Orrin,Finding,Male,38,12,Sales Representative,Retail,Mass Customer,N,No,4.0
353,Antonia,Cardis,Female,37,9,Information Systems Manager,Missing,Mass Customer,N,No,3.0
354,Mavra,Donavan,Female,37,87,Legal Assistant,Property,Mass Customer,N,No,9.0
355,Stacy,Gullane,Female,38,97,Database Administrator II,Retail,Mass Customer,N,Yes,3.0
356,Nichole,None,Female,42,10,Librarian,Entertainment,High Net Worth,N,No,5.0
357,Betta,Shrimpton,Female,48,21,Director of Sales,Missing,Affluent Customer,N,No,18.0
358,Kippie,Crimpe,Female,32,54,Accounting Assistant IV,Missing,Mass Customer,N,No,18.0
359,Dulcine,Gauson,Female,59,2,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0
360,Atalanta,Starbucke,Female,61,64,Staff Scientist,Property,Mass Customer,N,Yes,19.0
361,Stephana,Minero,Female,18,59,Software Engineer IV,Health,Mass Customer,N,Yes,2.0
362,Jamima,Pirolini,Female,43,47,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18.0
363,Sabrina,Caddy,Female,29,82,Project Manager,Retail,Mass Customer,N,Yes,7.0
364,Leontyne,Simpkiss,Female,41,96,Database Administrator III,Financial Services,Affluent Customer,N,No,11.0
365,Romona,Capitano,Female,41,98,VP Quality Control,Property,High Net Worth,N,No,15.0
366,Constance,Ucchino,Female,64,7,Librarian,Entertainment,High Net Worth,N,No,19.0
367,Katrinka,Sturrock,Female,32,93,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0
368,Lacee,Roan,Female,31,32,Missing,Financial Services,High Net Worth,N,No,6.0
369,Alic,Trenear,Male,26,19,Actuary,Financial Services,Mass Customer,N,Yes,9.0
370,Trstram,Bondesen,Male,19,91,Missing,Telecommunications,Affluent Customer,N,Yes,3.0
371,Pernell,Favelle,Male,63,7,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0
372,Moina,Thumim,Female,30,19,Graphic Designer,Property,Affluent Customer,N,Yes,4.0
373,Eva,Colenutt,Female,17,95,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1.0
374,Valdemar,MacCoughen,Male,25,81,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0
375,Salvidor,Renzo,Male,41,13,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7.0
376,Marena,Brunotti,Female,51,60,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0
377,Levy,Bonavia,Male,18,65,Staff Scientist,Argiculture,Mass Customer,N,No,1.0
378,Raquela,Yuille,Female,43,98,Senior Developer,Retail,Mass Customer,N,No,17.0
379,Bert,Ainslie,Male,37,2,Missing,Manufacturing,High Net Worth,N,Yes,4.0
380,Teriann,Birdsey,Female,61,66,Structural Engineer,Property,Mass Customer,N,No,17.0
381,Leesa,Castleman,Female,21,99,Sales Associate,Missing,Affluent Customer,N,No,1.0
382,Issiah,Fardell,Male,32,68,Research Nurse,Health,Mass Customer,N,Yes,7.0
383,Barclay,Shalders,Male,39,37,Nurse Practicioner,Missing,Affluent Customer,N,No,14.0
384,Friederike,Bestar,Female,41,70,Missing,Financial Services,Affluent Customer,N,No,17.0
385,Kendall,Humes,Male,51,69,Project Manager,Health,High Net Worth,N,No,9.0
386,Ethelyn,Pincott,Female,27,63,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5.0
387,Spike,Thieme,Male,40,34,Administrative Officer,Financial Services,Mass Customer,N,No,22.0
388,Carlye,Bartle,Female,51,53,Missing,Financial Services,Mass Customer,N,Yes,11.0
389,Dorene,Scrivner,Female,42,97,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0
390,Royall,Slimings,Male,20,83,Programmer Analyst II,Health,Affluent Customer,N,No,3.0
391,Duffie,Woodier,Male,47,80,Missing,Argiculture,Mass Customer,N,No,16.0
392,Brandyn,Morrid,Male,39,38,Safety Technician I,Property,Mass Customer,N,No,13.0
393,Cesaro,Isbell,Male,62,35,Associate Professor,Manufacturing,Mass Customer,N,Yes,9.0
394,Roanne,Cowthard,Female,40,70,Legal Assistant,Health,High Net Worth,N,Yes,16.0
395,Penn,Burkinshaw,Male,41,28,Data Coordiator,Retail,High Net Worth,N,Yes,9.0
396,Peria,Iscowitz,Female,50,98,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0
397,Nerissa,Foote,Female,36,86,Paralegal,Financial Services,Affluent Customer,N,Yes,5.0
398,Randee,Douberday,Female,48,20,Missing,Retail,Affluent Customer,N,No,11.0
399,Nickie,Neissen,Male,41,26,Engineer III,Manufacturing,Affluent Customer,N,Yes,16.0
400,Sibeal,Fellow,Female,55,86,Financial Analyst,Financial Services,Mass Customer,N,No,5.0
401,Halette,Helling,Female,31,56,Assistant Professor,Retail,Mass Customer,N,No,15.0
402,Berne,Donegan,Male,40,9,Desktop Support Technician,Retail,Affluent Customer,N,No,22.0
403,Easter,Laffoley-Lane,Female,42,40,Graphic Designer,Missing,Mass Customer,N,Yes,17.0
404,Sinclair,Sustins,Male,22,92,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0
405,Vivien,Urion,Female,46,19,Missing,Manufacturing,High Net Worth,N,Yes,14.0
406,Rhona,Spilsburie,Female,30,58,Financial Analyst,Financial Services,High Net Worth,N,No,12.0
407,Chryste,Acum,Female,38,82,Structural Analysis Engineer,Missing,High Net Worth,N,Yes,15.0
408,Kurtis,Baistow,Male,26,79,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11.0
409,Tatiania,O'Kane,Female,39,84,Executive Secretary,Health,Mass Customer,N,Yes,13.0
410,Alicia,Townend,Female,27,14,Structural Engineer,Missing,Mass Customer,N,Yes,11.0
411,Cathyleen,Bern,Female,40,84,Director of Sales,Financial Services,High Net Worth,N,No,12.0
412,Evanne,Feechum,Female,57,65,Missing,IT,High Net Worth,N,No,19.0
413,Simone,Denys,Male,60,79,VP Quality Control,Missing,High Net Worth,N,Yes,19.0
414,Thorin,Grimoldby,Male,41,12,Social Worker,Health,High Net Worth,N,No,10.0
415,Conchita,Jeans,Female,62,20,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18.0
416,Dory,Barnsdall,Female,20,14,Software Consultant,Missing,Mass Customer,N,Yes,1.0
417,Fernandina,Brambley,Female,46,37,Biostatistician IV,Argiculture,Mass Customer,N,No,15.0
418,Jere,Ding,Female,59,56,Missing,Missing,Mass Customer,N,No,6.0
419,Chrissie,Bernardini,Female,36,34,VP Marketing,Manufacturing,Affluent Customer,N,No,17.0
420,Clem,Leek,Male,59,93,Help Desk Operator,Entertainment,High Net Worth,N,No,7.0
421,Tish,Netti,Female,18,26,Sales Representative,Retail,Mass Customer,N,Yes,2.0
422,Vito,Norker,Male,15,78,Missing,Manufacturing,Affluent Customer,N,No,1.0
423,Orville,Akerman,Male,61,43,Senior Quality Engineer,Missing,Mass Customer,N,No,9.0
424,Dennie,Eunson,Male,39,77,Research Nurse,Health,High Net Worth,N,No,9.0
425,Michaeline,Bordman,Female,64,60,Sales Representative,Retail,Mass Customer,N,Yes,20.0
426,Emlyn,Anstice,Female,45,10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8.0
427,Giusto,Torbett,Male,21,77,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0
428,Freida,Everil,Female,40,0,Structural Engineer,Health,High Net Worth,N,Yes,14.0
429,Berny,Bold,Female,39,7,Community Outreach Specialist,IT,High Net Worth,N,Yes,21.0
430,Janice,Himsworth,Female,44,46,Paralegal,Financial Services,High Net Worth,N,Yes,11.0
431,Gale,Done,Male,61,8,Research Nurse,Health,Affluent Customer,N,Yes,18.0
432,Amby,Pentin,Male,27,83,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0
433,Reinhard,Jubert,Male,53,94,Statistician II,Property,Affluent Customer,N,No,15.0
434,Raff,Waadenburg,Male,22,93,Missing,Financial Services,Mass Customer,N,Yes,19.0
435,Jerome,Muggeridge,Male,18,5,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1.0
436,Erwin,Pendre,Male,60,75,Internal Auditor,IT,Mass Customer,N,No,18.0
437,Sayres,Duthie,Male,41,24,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0
438,Ebenezer,Bottelstone,Male,28,25,Internal Auditor,Property,High Net Worth,N,Yes,13.0
439,Lida,Wych,Female,43,26,GIS Technical Architect,Missing,Affluent Customer,N,No,10.0
440,Sheena,O'Duggan,Female,40,46,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0
441,Felicle,Beneze,Female,43,74,Analyst Programmer,IT,Mass Customer,N,No,11.0
442,Linc,Vedyasov,Male,16,2,Missing,Financial Services,Mass Customer,N,No,1.0
443,Lauree,Leason,Female,45,21,Missing,Argiculture,High Net Worth,N,Yes,10.0
444,Britteny,Falconer-Taylor,Female,50,32,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8.0
445,Timothy,Wenham,Male,33,91,Executive Secretary,Financial Services,Mass Customer,N,No,5.0
446,Marilee,Oosthout de Vree,Female,39,73,Tax Accountant,IT,Affluent Customer,N,Yes,4.0
447,Brittany,Peasey,Female,16,98,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1.0
448,Robin,Crack,Female,22,34,Software Engineer III,IT,High Net Worth,N,No,3.0
449,Shana,Fortesquieu,Female,43,74,VP Product Management,Manufacturing,High Net Worth,N,Yes,6.0
450,Myrlene,Rothwell,Female,42,5,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18.0
452,Natalee,Bamford,Female,58,22,Account Coordinator,Property,Mass Customer,N,Yes,5.0
455,Mile,Dionisii,Male,26,97,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5.0
456,Randolph,Redihalgh,Male,42,47,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0
457,Querida,Danilchev,Female,37,70,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17.0
458,Osborn,Pentony,Male,48,57,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18.0
459,Bel,Cheeke,Female,31,88,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0
460,Illa,None,Female,31,0,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16.0
461,Jsandye,Melendez,Female,38,19,Social Worker,Health,Mass Customer,N,Yes,14.0
462,Melany,Thorrington,Female,58,32,Missing,Manufacturing,Affluent Customer,N,Yes,5.0
463,Allis,Blanche,Female,55,9,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20.0
464,Karel,Dimelow,Female,59,32,Missing,Missing,Mass Customer,N,Yes,10.0
465,Alina,Wilsey,Female,41,54,Developer III,Financial Services,Affluent Customer,N,Yes,14.0
466,Jarad,Bauser,Male,26,84,Missing,Manufacturing,Affluent Customer,N,Yes,2.0
467,Welbie,Rockliffe,Male,64,51,Human Resources Assistant I,Property,Affluent Customer,N,No,15.0
468,Valeria,Ladyman,Female,43,11,Software Test Engineer I,Property,High Net Worth,N,Yes,8.0
469,Levi,Cartmell,Male,21,91,Actuary,Financial Services,High Net Worth,N,Yes,3.0
470,Darbee,Klimowicz,Male,16,22,Internal Auditor,Retail,Mass Customer,N,No,1.0
471,Libby,Wardesworth,Female,62,82,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14.0
472,Kippy,Jessel,Female,27,38,Internal Auditor,Financial Services,Mass Customer,N,Yes,8.0
473,Benji,O'Shirine,Male,40,2,Junior Executive,Health,Mass Customer,N,Yes,20.0
474,Consolata,Clacson,Female,34,86,Geologist IV,Entertainment,Affluent Customer,N,No,18.0
475,Vernor,None,Male,21,0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1.0
476,Kane,Jahnel,Male,28,65,Computer Systems Analyst IV,Missing,Mass Customer,N,No,14.0
477,Cheri,Hazeman,Female,57,32,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0
478,Darcey,Harberer,Female,56,65,Chief Design Engineer,Missing,Affluent Customer,N,Yes,5.0
479,Blythe,Keighley,Female,23,11,Missing,IT,Mass Customer,N,Yes,4.0
481,Marcella,Manzell,Female,27,68,Programmer IV,Argiculture,Mass Customer,N,No,8.0
482,Gar,Wallis,Male,55,33,Missing,Health,Mass Customer,N,No,20.0
483,Bertrand,Penkethman,Male,44,35,Sales Representative,Retail,Affluent Customer,N,No,9.0
484,Mason,Kohrsen,Male,43,64,Programmer IV,Manufacturing,Mass Customer,N,No,22.0
485,Ulrika,Steagall,Female,43,23,Statistician III,Manufacturing,High Net Worth,N,No,20.0
486,Prudi,Edon,Female,62,0,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15.0
487,Elayne,Braiden,Female,38,70,Food Chemist,Health,Mass Customer,N,No,10.0
488,Domini,Ghelerdini,Female,37,24,Help Desk Operator,Property,Mass Customer,N,Yes,10.0
489,Tresa,Reeks,Female,46,18,Senior Editor,Retail,Mass Customer,N,Yes,4.0
490,Lida,Boynton,Female,25,44,Environmental Tech,Argiculture,Mass Customer,N,No,6.0
491,Andrea,Funcheon,Male,41,45,Speech Pathologist,Property,Affluent Customer,N,Yes,19.0
492,Pail,Ashplant,Male,41,54,Environmental Tech,Financial Services,Mass Customer,N,No,21.0
493,Tommie,Banbridge,Female,57,83,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
494,Gaby,None,Male,42,33,Design Engineer,Manufacturing,Mass Customer,N,No,9.0
495,Lucius,Prescott,Male,58,91,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0
496,Korry,Cosgrove,Female,41,25,Engineer II,Financial Services,Affluent Customer,N,Yes,11.0
497,Allissa,Brinklow,Female,44,96,Missing,Property,Mass Customer,N,Yes,11.0
498,Emmalee,Sketcher,Female,39,58,VP Sales,Manufacturing,High Net Worth,N,Yes,10.0
499,Dalli,Baggally,Male,56,39,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19.0
500,Lazar,Crathern,Male,25,19,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0
501,Henrieta,MacClancey,Female,40,94,Environmental Specialist,Missing,High Net Worth,N,No,19.0
502,Rica,Raveau,Female,47,39,Teacher,Manufacturing,Mass Customer,N,No,18.0
503,Burr,Gerb,Male,28,87,Dental Hygienist,Health,Affluent Customer,N,Yes,10.0
504,Vinny,Hegley,Male,22,93,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7.0
505,Wylma,Elsy,Female,51,40,Missing,Missing,High Net Worth,N,Yes,10.0
506,Brett,Scrancher,Female,32,43,Health Coach II,Retail,Mass Customer,N,No,21.0
507,Gwen,Jakubczyk,Female,46,98,Missing,Health,Mass Customer,N,No,7.0
508,Abagail,Tordiffe,Female,46,94,Project Manager,Property,Mass Customer,N,Yes,11.0
509,Tobe,Vamplew,Male,38,64,Developer II,Financial Services,Affluent Customer,N,Yes,21.0
510,Sheilah,Blackmore,Female,25,61,Missing,Missing,Mass Customer,N,No,2.0
511,Theo,Tolmie,Female,35,92,Dental Hygienist,Health,High Net Worth,N,No,10.0
512,Sigfried,Semken,Male,62,76,VP Accounting,Financial Services,Mass Customer,N,No,6.0
514,Trent,None,Male,21,9,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0
515,Winna,Verny,Female,28,55,Help Desk Operator,IT,High Net Worth,N,No,8.0
516,Craggy,Loadsman,Male,60,23,Environmental Tech,Financial Services,Mass Customer,N,No,20.0
517,Iona,Fidgeon,Female,32,73,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0
518,Bernhard,Senett,Male,26,60,Database Administrator IV,Retail,Mass Customer,N,Yes,10.0
519,Rabi,Nissle,Male,17,83,Missing,Missing,Mass Customer,N,Yes,1.0
520,Jazmin,Neumann,Female,53,66,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0
521,Peri,Hovie,Female,39,29,Help Desk Operator,Health,High Net Worth,N,No,16.0
522,Lynnelle,Comettoi,Female,41,64,Missing,Missing,Affluent Customer,N,Yes,16.0
523,Elberta,Tixall,Female,43,44,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16.0
524,Florence,Held,Female,55,16,Nurse,Retail,Mass Customer,N,No,11.0
525,Lennard,Donizeau,Male,37,64,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
527,Lorilyn,Topaz,Female,27,81,VP Quality Control,Financial Services,Mass Customer,N,Yes,9.0
528,Gayel,Downs,Female,38,10,Registered Nurse,Health,Mass Customer,N,No,4.0
529,Sandor,Tumber,Male,28,18,Operator,Retail,Affluent Customer,N,Yes,10.0
530,Townie,Perez,Male,43,2,Recruiter,Manufacturing,Mass Customer,N,No,15.0
531,Modesty,Fletcher,Female,24,94,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1.0
532,Row,Mawditt,Female,57,25,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19.0
